id;cap;sigla_provincia
3200;36050;VI
3201;36042;VI
3202;36040;VI
3203;36050;VI
3204;36070;VI
3205;36030;VI
3206;36030;VI
3207;36030;VI
3208;36043;VI
3209;36020;VI
3210;36010;VI
3211;36050;VI
3212;36022;VI
3213;36020;VI
3214;36070;VI
3215;36072;VI
3216;36010;VI
3217;36010;VI
3218;36073;VI
3219;36030;VI
3220;36051;VI
3221;36070;VI
3222;36031;VI
3223;36052;VI
3224;36030;VI
3225;36010;VI
3226;36032;VI
3227;36053;VI
3228;36040;VI
3229;36040;VI
3230;36033;VI
3231;36010;VI
3232;36040;VI
3233;36023;VI
3234;36045;VI
3235;36030;VI
3236;36034;VI
3237;36035;VI
3238;36063;VI
3239;36054;VI
3240;36075;VI
3241;36030;VI
3242;36030;VI
3243;36047;VI
3244;36047;VI
3245;36050;VI
3246;36010;VI
3247;36050;VI
3248;36065;VI
3249;36024;VI
3250;36070;VI
3251;36055;VI
3252;36025;VI
3253;36040;VI
3254;36040;VI
3255;36060;VI
3256;36013;VI
3257;36026;VI
3258;36010;VI
3259;36020;VI
3260;36050;VI
3261;36050;VI
3262;36076;VI
3263;36010;VI
3264;36060;VI
3265;36027;VI
3266;36028;VI
3267;36010;VI
3268;36040;VI
3269;36066;VI
3270;36070;VI
3271;36014;VI
3272;36030;VI
3273;36030;VI
3274;36040;VI
3275;36060;VI
3276;36015;VI
3277;36020;VI
3278;36040;VI
3279;36056;VI
3280;36016;VI
3281;36040;VI
3282;36036;VI
3283;36040;VI
3284;36070;VI
3285;36078;VI
3286;36040;VI
3287;36030;VI
3288;36010;VI
3289;36100;VI
3290;36021;VI
3291;36030;VI
3292;36010;VI
3293;36050;VI
3294;36020;VI
3295;36030;VI
3296;36044;VI
3297;36048;VI
3298;36029;VI
3299;36064;VI
3300;36046;VI
3301;32021;BL
3302;32022;BL
3303;32030;BL
3304;32041;BL
3305;32100;BL
3306;32040;BL
3307;32042;BL
3308;32020;BL
3309;32030;BL
3310;32010;BL
3311;32040;BL
3312;32020;BL
3313;32040;BL
3314;32043;BL
3315;32040;BL
3316;32040;BL
3317;32020;BL
3318;32032;BL
3319;32030;BL
3320;32020;BL
3321;32020;BL
3322;32033;BL
3323;32020;BL
3324;32020;BL
3325;32020;BL
3326;32040;BL
3327;32040;BL
3328;32010;BL
3329;32034;BL
3330;32010;BL
3331;32044;BL
3332;32014;BL
3333;32020;BL
3334;32023;BL
3335;32030;BL
3336;32040;BL
3337;32040;BL
3338;32035;BL
3339;32020;BL
3340;32045;BL
3341;32046;BL
3342;32036;BL
3343;32020;BL
3344;32030;BL
3345;32037;BL
3346;32010;BL
3347;32030;BL
3348;32027;BL
3349;32010;BL
3350;32020;BL
3351;32040;BL
3352;32040;BL
3353;32040;BL
3354;32020;BL
3355;32010;BL
3356;32013;BL
3357;32016;BL
3358;32012;BL
3359;32026;BL
3360;31030;TV
3361;31030;TV
3362;31011;TV
3363;31030;TV
3364;31030;TV
3365;31031;TV
3366;31012;TV
3367;31030;TV
3368;31032;TV
3369;31030;TV
3370;31030;TV
3371;31033;TV
3372;31030;TV
3373;31034;TV
3374;31040;TV
3375;31040;TV
3376;31010;TV
3377;31030;TV
3378;31013;TV
3379;31014;TV
3380;31015;TV
3381;31016;TV
3382;31041;TV
3383;31035;TV
3384;31010;TV
3385;31051;TV
3386;31043;TV
3387;31010;TV
3388;31010;TV
3389;31018;TV
3390;31040;TV
3391;31010;TV
3392;31040;TV
3393;31036;TV
3394;31037;TV
3395;31040;TV
3396;31010;TV
3397;31010;TV
3398;31052;TV
3399;31040;TV
3400;31050;TV
3401;31021;TV
3402;31050;TV
3403;31010;TV
3404;31044;TV
3405;31050;TV
3406;31010;TV
3407;31045;TV
3408;31040;TV
3409;31046;TV
3410;31024;TV
3411;31010;TV
3412;31038;TV
3413;31040;TV
3414;31053;TV
3415;31047;TV
3416;31050;TV
3417;31040;TV
3418;31054;TV
3419;31050;TV
3420;31022;TV
3421;31055;TV
3422;31020;TV
3423;31023;TV
3424;31020;TV
3425;31039;TV
3426;31056;TV
3427;31040;TV
3428;31048;TV
3429;31020;TV
3430;31020;TV
3431;31020;TV
3432;31025;TV
3433;31020;TV
3434;31020;TV
3435;31026;TV
3436;31040;TV
3437;31020;TV
3438;31057;TV
3439;31027;TV
3440;31058;TV
3441;31020;TV
3442;31040;TV
3443;31100;TV
3444;31049;TV
3445;31028;TV
3446;31050;TV
3447;31020;TV
3448;31020;TV
3449;31029;TV
3450;31040;TV
3451;31050;TV
3452;31059;TV
3453;31017;TV
3454;30020;VE
3455;30010;VE
3456;30010;VE
3457;30010;VE
3458;30021;VE
3459;30014;VE
3460;30022;VE
3461;30015;VE
3462;30020;VE
3463;30010;VE
3464;30023;VE
3465;30031;VE
3466;30020;VE
3467;30032;VE
3468;30020;VE
3469;30025;VE
3470;30030;VE
3471;30020;VE
3472;30016;VE
3473;30020;VE
3474;30030;VE
3475;30020;VE
3476;30034;VE
3477;30035;VE
3478;30024;VE
3479;30033;VE
3480;30020;VE
3481;30030;VE
3482;30026;VE
3483;30020;VE
3484;30020;VE
3485;30030;VE
3486;30027;VE
3487;30028;VE
3488;30036;VE
3489;30029;VE
3490;30037;VE
3491;30038;VE
3492;30039;VE
3493;30025;VE
3494;30020;VE
3495;30121;VE
3496;30122;VE
3497;30123;VE
3498;30124;VE
3499;30125;VE
3500;30126;VE
3501;30132;VE
3502;30133;VE
3503;30135;VE
3504;30141;VE
3505;30142;VE
3506;30171;VE
3507;30172;VE
3508;30173;VE
3509;30174;VE
3510;30175;VE
3511;30176;VE
3512;30030;VE
3513;30013;VE
3514;35031;PD
3515;35021;PD
3516;35020;PD
3517;35022;PD
3518;35032;PD
3519;35020;PD
3520;35020;PD
3521;35023;PD
3522;35030;PD
3523;35040;PD
3524;35041;PD
3525;35040;PD
3526;35010;PD
3527;35024;PD
3528;35020;PD
3529;35010;PD
3530;35011;PD
3531;35010;PD
3532;35012;PD
3533;35010;PD
3534;35020;PD
3535;35010;PD
3536;35025;PD
3537;35040;PD
3538;35020;PD
3539;35040;PD
3540;35030;PD
3541;35030;PD
3542;35013;PD
3543;35020;PD
3544;35026;PD
3545;35020;PD
3546;35010;PD
3547;35042;PD
3548;35014;PD
3549;35015;PD
3550;35030;PD
3551;35010;PD
3552;35010;PD
3553;35040;PD
3554;35020;PD
3555;35010;PD
3556;35010;PD
3557;35034;PD
3558;35020;PD
3559;35040;PD
3560;35010;PD
3561;35040;PD
3562;35040;PD
3563;35035;PD
3564;35043;PD
3565;35044;PD
3566;35036;PD
3567;35027;PD
3568;35045;PD
3569;35121;PD
3570;35122;PD
3571;35123;PD
3572;35124;PD
3573;35125;PD
3574;35126;PD
3575;35127;PD
3576;35128;PD
3577;35129;PD
3578;35131;PD
3579;35132;PD
3580;35133;PD
3581;35134;PD
3582;35135;PD
3583;35136;PD
3584;35137;PD
3585;35138;PD
3586;35139;PD
3587;35141;PD
3588;35142;PD
3589;35143;PD
3590;35020;PD
3591;35040;PD
3592;35016;PD
3593;35017;PD
3594;35028;PD
3595;35020;PD
3596;35040;PD
3597;35029;PD
3598;35020;PD
3599;35020;PD
3600;35030;PD
3601;35030;PD
3602;35030;PD
3603;35010;PD
3604;35010;PD
3605;35018;PD
3606;35010;PD
3607;35020;PD
3608;35010;PD
3609;35020;PD
3610;35040;PD
3611;35040;PD
3612;35020;PD
3613;35030;PD
3614;35047;PD
3615;35048;PD
3616;35037;PD
3617;35020;PD
3618;35019;PD
3619;35038;PD
3620;35010;PD
3621;35020;PD
3622;35040;PD
3623;35030;PD
3624;35040;PD
3625;35010;PD
3626;35010;PD
3627;35010;PD
3628;35040;PD
3629;35010;PD
3630;35010;PD
3631;35030;PD
3632;35020;PD
3633;35046;PD
3634;45011;RO
3635;45012;RO
3636;45031;RO
3637;45021;RO
3638;45022;RO
3639;45032;RO
3640;45033;RO
3641;45030;RO
3642;45034;RO
3643;45020;RO
3644;45020;RO
3645;45035;RO
3646;45030;RO
3647;45030;RO
3648;45010;RO
3649;45015;RO
3650;45023;RO
3651;45030;RO
3652;45036;RO
3653;45024;RO
3654;45030;RO
3655;45025;RO
3656;45030;RO
3657;45010;RO
3658;45020;RO
3659;45030;RO
3660;45026;RO
3661;45017;RO
3662;45020;RO
3663;45037;RO
3664;45030;RO
3665;45010;RO
3666;45010;RO
3667;45020;RO
3668;45038;RO
3669;45030;RO
3670;45018;RO
3671;45010;RO
3672;45100;RO
3673;45030;RO
3674;45020;RO
3675;45030;RO
3676;45039;RO
3677;45019;RO
3678;45027;RO
3679;45010;RO
3680;45030;RO
3681;45020;RO
3682;45030;RO
3683;45014;RO
3684;33041;UD
3685;33020;UD
3686;33021;UD
3687;33051;UD
3688;33022;UD
3689;33011;UD
3690;33040;UD
3691;33050;UD
3692;33031;UD
3693;33032;UD
3694;33050;UD
3695;33010;UD
3696;33030;UD
3697;33042;UD
3698;33030;UD
3699;33030;UD
3700;33050;UD
3701;33010;UD
3702;33050;UD
3703;33020;UD
3704;33020;UD
3705;33052;UD
3706;33048;UD
3707;33010;UD
3708;33043;UD
3709;33033;UD
3710;33010;UD
3711;33023;UD
3712;33040;UD
3713;33030;UD
3714;33030;UD
3715;33010;UD
3716;33040;UD
3717;33020;UD
3718;33040;UD
3719;33034;UD
3720;33030;UD
3721;33020;UD
3722;33024;UD
3723;33020;UD
3724;33013;UD
3725;33050;UD
3726;33040;UD
3727;33053;UD
3728;33029;UD
3729;33050;UD
3730;33054;UD
3731;33010;UD
3732;33010;UD
3733;33030;UD
3734;33010;UD
3735;33044;UD
3736;33050;UD
3737;33035;UD
3738;33036;UD
3739;33015;UD
3740;33040;UD
3741;33010;UD
3742;33050;UD
3743;33030;UD
3744;33055;UD
3745;33045;UD
3746;33010;UD
3747;33025;UD
3748;33010;UD
3749;33056;UD
3750;33057;UD
3751;33026;UD
3752;33037;UD
3753;33027;UD
3754;33050;UD
3755;33050;UD
3756;33016;UD
3757;33050;UD
3758;33040;UD
3759;33050;UD
3760;33040;UD
3761;33020;UD
3762;33050;UD
3763;33040;UD
3764;33020;UD
3765;33040;UD
3766;33046;UD
3767;33030;UD
3768;33020;UD
3769;33029;UD
3770;33010;UD
3771;33047;UD
3772;33010;UD
3773;33010;UD
3774;33020;UD
3775;33030;UD
3776;33050;UD
3777;33050;UD
3778;33038;UD
3779;33058;UD
3780;33048;UD
3781;33040;UD
3782;33049;UD
3783;33050;UD
3784;33050;UD
3785;33030;UD
3786;33020;UD
3787;33040;UD
3788;33039;UD
3789;33020;UD
3790;33040;UD
3791;33020;UD
3792;33040;UD
3793;33030;UD
3794;33017;UD
3795;33018;UD
3796;33010;UD
3797;33050;UD
3798;33028;UD
3799;33040;UD
3800;33050;UD
3801;33010;UD
3802;33010;UD
3803;33019;UD
3804;33050;UD
3805;33100;UD
3806;33030;UD
3807;33010;UD
3808;33020;UD
3809;33029;UD
3810;33040;UD
3811;33020;UD
3812;33030;UD
3813;33040;UD
3814;33061;UD
3815;33012;UD
3816;33059;UD
3817;33014;UD
3818;34070;GO
3819;34071;GO
3820;34070;GO
3821;34070;GO
3822;34072;GO
3823;34070;GO
3824;34170;GO
3825;34072;GO
3826;34073;GO
3827;34070;GO
3828;34076;GO
3829;34074;GO
3830;34070;GO
3831;34070;GO
3832;34076;GO
3833;34077;GO
3834;34078;GO
3835;34075;GO
3836;34070;GO
3837;34070;GO
3838;34070;GO
3839;34070;GO
3840;34079;GO
3841;34070;GO
3842;34070;GO
3843;34011;TS
3844;34016;TS
3845;34015;TS
3846;34018;TS
3847;34010;TS
3848;34121;TS
3849;34122;TS
3850;34123;TS
3851;34124;TS
3852;34125;TS
3853;34126;TS
3854;34127;TS
3855;34128;TS
3856;34129;TS
3857;34131;TS
3858;34132;TS
3859;34133;TS
3860;34134;TS
3861;34135;TS
3862;34136;TS
3863;34137;TS
3864;34138;TS
3865;34139;TS
3866;34141;TS
3867;34142;TS
3868;34143;TS
3869;34144;TS
3870;34145;TS
3871;34146;TS
3872;34147;TS
3873;34148;TS
3874;34149;TS
3875;34151;TS
3876;29010;PC
3877;29010;PC
3878;29010;PC
3879;29021;PC
3880;29022;PC
3881;29011;PC
3882;29010;PC
3883;29010;PC
3884;29012;PC
3885;29013;PC
3886;29014;PC
3887;29015;PC
3888;29010;PC
3889;29020;PC
3890;29020;PC
3891;29020;PC
3892;29016;PC
3893;29023;PC
3894;29024;PC
3895;29017;PC
3896;29010;PC
3897;29020;PC
3898;29010;PC
3899;29025;PC
3900;29018;PC
3901;29010;PC
3902;29020;PC
3903;29026;PC
3904;29121;PC
3905;29122;PC
3906;29010;PC
3907;29010;PC
3908;29027;PC
3909;29028;PC
3910;29010;PC
3911;29029;PC
3912;29010;PC
3913;29019;PC
3914;29010;PC
3915;29010;PC
3916;29020;PC
3917;29010;PC
3918;29020;PC
3919;29010;PC
3920;29020;PC
3921;29010;PC
3922;29031;PC
3923;43051;PR
3924;43032;PR
3925;43041;PR
3926;43042;PR
3927;43030;PR
3928;43043;PR
3929;43011;PR
3930;43030;PR
3931;43044;PR
3932;43052;PR
3933;43053;PR
3934;43021;PR
3935;43035;PR
3936;43036;PR
3937;43012;PR
3938;43010;PR
3939;43045;PR
3940;43013;PR
3941;43037;PR
3942;43014;PR
3943;43010;PR
3944;43022;PR
3945;43024;PR
3946;43015;PR
3947;43025;PR
3948;43121;PR
3949;43122;PR
3950;43123;PR
3951;43124;PR
3952;43125;PR
3953;43126;PR
3954;43047;PR
3955;43010;PR
3956;43038;PR
3957;43039;PR
3958;43017;PR
3959;43046;PR
3960;43019;PR
3961;43040;PR
3962;43028;PR
3963;43059;PR
3964;43056;PR
3965;43029;PR
3966;43050;PR
3967;43040;PR
3968;43049;PR
3969;43018;PR
3970;43016;PR
3971;43058;PR
3972;42020;RE
3973;42011;RE
3974;42031;RE
3975;42021;RE
3976;42022;RE
3977;42041;RE
3978;42023;RE
3979;42012;RE
3980;42040;RE
3981;42033;RE
3982;42013;RE
3983;42034;RE
3984;42014;RE
3985;42024;RE
3986;42035;RE
3987;42025;RE
3988;42026;RE
3989;42015;RE
3990;42042;RE
3991;42043;RE
3992;42044;RE
3993;42016;RE
3994;42045;RE
3995;42027;RE
3996;42017;RE
3997;42028;RE
3998;42020;RE
3999;42046;RE
4000;42121;RE
4001;42122;RE
4002;42123;RE
4003;42124;RE
4004;42010;RE
4005;42047;RE
4006;42048;RE
4007;42018;RE
4008;42020;RE
4009;42049;RE
4010;42019;RE
4011;42010;RE
4012;42020;RE
4013;42030;RE
4014;42030;RE
4015;42030;RE
4016;42032;RE
4017;41030;MO
4018;41030;MO
4019;41011;MO
4020;41031;MO
4021;41012;MO
4022;41013;MO
4023;41051;MO
4024;41014;MO
4025;41032;MO
4026;41033;MO
4027;41021;MO
4028;41034;MO
4029;41042;MO
4030;41022;MO
4031;41043;MO
4032;41044;MO
4033;41052;MO
4034;41023;MO
4035;41053;MO
4036;41054;MO
4037;41036;MO
4038;41037;MO
4039;41121;MO
4040;41122;MO
4041;41123;MO
4042;41124;MO
4043;41125;MO
4044;41126;MO
4045;41025;MO
4046;41045;MO
4047;41055;MO
4048;41015;MO
4049;41016;MO
4050;41046;MO
4051;41026;MO
4052;41027;MO
4053;41040;MO
4054;41048;MO
4055;41017;MO
4056;41020;MO
4057;41018;MO
4058;41038;MO
4059;41039;MO
4060;41030;MO
4061;41049;MO
4062;41056;MO
4063;41028;MO
4064;41029;MO
4065;41019;MO
4066;41057;MO
4067;41058;MO
4068;41059;MO
4069;40011;BO
4070;40050;BO
4071;40052;BO
4072;40010;BO
4073;40121;BO
4074;40122;BO
4075;40123;BO
4076;40124;BO
4077;40125;BO
4078;40126;BO
4079;40127;BO
4080;40128;BO
4081;40129;BO
4082;40131;BO
4083;40132;BO
4084;40133;BO
4085;40134;BO
4086;40135;BO
4087;40136;BO
4088;40137;BO
4089;40138;BO
4090;40139;BO
4091;40141;BO
4092;40021;BO
4093;40054;BO
4094;40012;BO
4095;40032;BO
4096;40033;BO
4097;40020;BO
4098;40034;BO
4099;40022;BO
4100;40030;BO
4101;40023;BO
4102;40050;BO
4103;40013;BO
4104;40024;BO
4105;40055;BO
4106;40035;BO
4107;40014;BO
4108;40060;BO
4109;40025;BO
4110;40041;BO
4111;40015;BO
4112;40057;BO
4113;40030;BO
4114;40026;BO
4115;40042;BO
4116;40050;BO
4117;40051;BO
4118;40043;BO
4119;40059;BO
4120;40061;BO
4121;40062;BO
4122;40063;BO
4123;40050;BO
4124;40050;BO
4125;40036;BO
4126;40027;BO
4127;40064;BO
4128;40065;BO
4129;40066;BO
4130;40010;BO
4131;40048;BO
4132;40016;BO
4133;40017;BO
4134;40068;BO
4135;40018;BO
4136;40019;BO
4137;40037;BO
4138;40038;BO
4139;40069;BO
4140;40053;BO
4141;40046;BO
4142;44011;FE
4143;44012;FE
4144;44042;FE
4145;44021;FE
4146;44022;FE
4147;44034;FE
4148;44121;FE
4149;44122;FE
4150;44123;FE
4151;44124;FE
4152;44037;FE
4153;44023;FE
4154;44020;FE
4155;44026;FE
4156;44020;FE
4157;44028;FE
4158;44015;FE
4159;44049;FE
4160;44019;FE
4161;44020;FE
4162;44027;FE
4163;44047;FE
4164;44033;FE
4165;44039;FE
4166;48011;RA
4167;48012;RA
4168;48031;RA
4169;48013;RA
4170;48032;RA
4171;48014;RA
4172;48015;RA
4173;48017;RA
4174;48033;RA
4175;48018;RA
4176;48034;RA
4177;48022;RA
4178;48024;RA
4179;48121;RA
4180;48122;RA
4181;48123;RA
4182;48124;RA
4183;48125;RA
4184;48025;RA
4185;48026;RA
4186;48020;RA
4187;48027;RA
4188;47021;FC
4189;47032;FC
4190;47030;FC
4191;47011;FC
4192;47521;FC
4193;47522;FC
4194;47042;FC
4195;47012;FC
4196;47013;FC
4197;47121;FC
4198;47122;FC
4199;47034;FC
4200;47010;FC
4201;47035;FC
4202;47043;FC
4203;47020;FC
4204;47014;FC
4205;47025;FC
4206;47015;FC
4207;47020;FC
4208;47010;FC
4209;47016;FC
4210;47010;FC
4211;47017;FC
4212;47020;FC
4213;47030;FC
4214;47018;FC
4215;47027;FC
4216;47039;FC
4217;47030;FC
4218;47019;FC
4219;47028;FC
4220;61041;PU
4221;61042;PU
4222;61026;PU
4223;61040;PU
4224;61043;PU
4225;61044;PU
4226;61021;PU
4227;61030;PU
4228;61032;PU
4229;61033;PU
4230;61034;PU
4231;61040;PU
4232;61021;PU
4233;61040;PU
4234;61011;PU
4235;61012;PU
4236;61030;PU
4237;61026;PU
4238;61023;PU
4239;61040;PU
4240;61013;PU
4241;61024;PU
4242;61040;PU
4243;61037;PU
4244;61020;PU
4245;61010;PU
4246;61030;PU
4247;61010;PU
4248;61025;PU
4249;61040;PU
4250;61049;PU
4251;61045;PU
4252;61121;PU
4253;61122;PU
4254;61020;PU
4255;61026;PU
4256;61023;PU
4257;61046;PU
4258;61039;PU
4259;61047;PU
4260;61048;PU
4261;61040;PU
4262;61040;PU
4263;61020;PU
4264;61010;PU
4265;61049;PU
4266;61029;PU
4267;61022;PU
4268;61036;PU
4269;61038;PU
4270;61028;PU
4271;60020;AN
4272;60121;AN
4273;60122;AN
4274;60123;AN
4275;60124;AN
4276;60125;AN
4277;60126;AN
4278;60127;AN
4279;60128;AN
4280;60129;AN
4281;60131;AN
4282;60011;AN
4283;60010;AN
4284;60030;AN
4285;60021;AN
4286;60020;AN
4287;60030;AN
4288;60022;AN
4289;60010;AN
4290;60031;AN
4291;60043;AN
4292;60033;AN
4293;60013;AN
4294;60034;AN
4295;60044;AN
4296;60015;AN
4297;60024;AN
4298;60040;AN
4299;60035;AN
4300;60025;AN
4301;60030;AN
4302;60030;AN
4303;60030;AN
4304;60036;AN
4305;60018;AN
4306;60030;AN
4307;60037;AN
4308;60030;AN
4309;60026;AN
4310;60020;AN
4311;60027;AN
4312;60010;AN
4313;60010;AN
4314;60030;AN
4315;60020;AN
4316;60030;AN
4317;60030;AN
4318;60038;AN
4319;60030;AN
4320;60041;AN
4321;60019;AN
4322;60030;AN
4323;60048;AN
4324;60020;AN
4325;60039;AN
4326;60012;AN
4327;62021;MC
4328;62010;MC
4329;62020;MC
4330;62035;MC
4331;62020;MC
4332;62032;MC
4333;62020;MC
4334;62022;MC
4335;62039;MC
4336;62020;MC
4337;62011;MC
4338;62012;MC
4339;62020;MC
4340;62014;MC
4341;62024;MC
4342;62035;MC
4343;62025;MC
4344;62022;MC
4345;62020;MC
4346;62020;MC
4347;62100;MC
4348;62024;MC
4349;62010;MC
4350;62010;MC
4351;62036;MC
4352;62010;MC
4353;62010;MC
4354;62010;MC
4355;62015;MC
4356;62020;MC
4357;62010;MC
4358;62034;MC
4359;62020;MC
4360;62014;MC
4361;62036;MC
4362;62025;MC
4363;62021;MC
4364;62010;MC
4365;62017;MC
4366;62018;MC
4367;62019;MC
4368;62020;MC
4369;62026;MC
4370;62027;MC
4371;62020;MC
4372;62028;MC
4373;62025;MC
4374;62020;MC
4375;62038;MC
4376;62029;MC
4377;62010;MC
4378;62010;MC
4379;62039;MC
4380;62039;MC
4381;62031;MC
4382;63095;AP
4383;63075;AP
4384;63083;AP
4385;63096;AP
4386;63100;AP
4387;63063;AP
4388;63082;AP
4389;63072;AP
4390;63081;AP
4391;63079;AP
4392;63087;AP
4393;63067;AP
4394;63064;AP
4395;63084;AP
4396;63086;AP
4397;63066;AP
4398;63085;AP
4399;63061;AP
4400;63077;AP
4401;63068;AP
4402;63069;AP
4403;63062;AP
4404;63094;AP
4405;63088;AP
4406;63076;AP
4407;63073;AP
4408;63092;AP
4409;63065;AP
4410;63093;AP
4411;63071;AP
4412;63074;AP
4413;63078;AP
4414;63091;AP
4415;54011;MS
4416;54021;MS
4417;54033;MS
4418;54014;MS
4419;54015;MS
4420;54023;MS
4421;54013;MS
4422;54035;MS
4423;54016;MS
4424;54100;MS
4425;54038;MS
4426;54026;MS
4427;54010;MS
4428;54027;MS
4429;54012;MS
4430;54028;MS
4431;54029;MS
4432;55011;LU
4433;55022;LU
4434;55051;LU
4435;55023;LU
4436;55041;LU
4437;55031;LU
4438;55012;LU
4439;55030;LU
4440;55032;LU
4441;55033;LU
4442;55025;LU
4443;55042;LU
4444;55020;LU
4445;55027;LU
4446;55100;LU
4447;55054;LU
4448;55034;LU
4449;55020;LU
4450;55015;LU
4451;55064;LU
4452;55035;LU
4453;55045;LU
4454;55036;LU
4455;55016;LU
4456;55038;LU
4457;55047;LU
4458;55040;LU
4459;55030;LU
4460;55049;LU
4461;55019;LU
4462;55030;LU
4463;55021;LU
4464;55039;LU
4465;51031;PT
4466;51011;PT
4467;51035;PT
4468;51036;PT
4469;51010;PT
4470;51010;PT
4471;51015;PT
4472;51037;PT
4473;51016;PT
4474;51017;PT
4475;51018;PT
4476;51100;PT
4477;51019;PT
4478;51039;PT
4479;51020;PT
4480;51034;PT
4481;51010;PT
4482;51013;PT
4483;51024;PT
4484;51028;PT
4485;50012;FI
4486;50031;FI
4487;50032;FI
4488;50041;FI
4489;50013;FI
4490;50050;FI
4491;50051;FI
4492;50050;FI
4493;50052;FI
4494;50062;FI
4495;50053;FI
4496;50014;FI
4497;50121;FI
4498;50122;FI
4499;50123;FI
4500;50124;FI
4501;50125;FI
4502;50126;FI
4503;50127;FI
4504;50129;FI
4505;50131;FI
4506;50132;FI
4507;50133;FI
4508;50134;FI
4509;50135;FI
4510;50136;FI
4511;50137;FI
4512;50139;FI
4513;50141;FI
4514;50142;FI
4515;50143;FI
4516;50144;FI
4517;50145;FI
4518;50033;FI
4519;50054;FI
4520;50050;FI
4521;50022;FI
4522;50023;FI
4523;50055;FI
4524;50060;FI
4525;50034;FI
4526;50050;FI
4527;50056;FI
4528;50025;FI
4529;50035;FI
4530;50060;FI
4531;50065;FI
4532;50066;FI
4533;50067;FI
4534;50068;FI
4535;50026;FI
4536;50060;FI
4537;50018;FI
4538;50019;FI
4539;50058;FI
4540;50036;FI
4541;50039;FI
4542;50059;FI
4543;50063;FI
4544;50038;FI
4545;50028;FI
4546;57020;LI
4547;57021;LI
4548;57034;LI
4549;57031;LI
4550;57032;LI
4551;57022;LI
4552;57023;LI
4553;57014;LI
4554;57121;LI
4555;57122;LI
4556;57123;LI
4557;57124;LI
4558;57125;LI
4559;57126;LI
4560;57127;LI
4561;57128;LI
4562;57030;LI
4563;57033;LI
4564;57025;LI
4565;57036;LI
4566;57037;LI
4567;57016;LI
4568;57027;LI
4569;57020;LI
4570;57028;LI
4571;57038;LI
4572;56031;PI
4573;56032;PI
4574;56011;PI
4575;56012;PI
4576;56033;PI
4577;56040;PI
4578;56021;PI
4579;56022;PI
4580;56040;PI
4581;56041;PI
4582;56034;PI
4583;56043;PI
4584;56040;PI
4585;56030;PI
4586;56040;PI
4587;56040;PI
4588;56040;PI
4589;56020;PI
4590;56040;PI
4591;56036;PI
4592;56037;PI
4593;56121;PI
4594;56122;PI
4595;56123;PI
4596;56124;PI
4597;56125;PI
4598;56126;PI
4599;56127;PI
4600;56128;PI
4601;56045;PI
4602;56038;PI
4603;56025;PI
4604;56046;PI
4605;56017;PI
4606;56028;PI
4607;56029;PI
4608;56040;PI
4609;56020;PI
4610;56030;PI
4611;56019;PI
4612;56010;PI
4613;56048;PI
4614;56035;PI
4615;56042;PI
4616;52031;AR
4617;52100;AR
4618;52032;AR
4619;52011;AR
4620;52021;AR
4621;52010;AR
4622;52033;AR
4623;52016;AR
4624;52018;AR
4625;52029;AR
4626;52043;AR
4627;52022;AR
4628;52010;AR
4629;52010;AR
4630;52041;AR
4631;52044;AR
4632;52045;AR
4633;52024;AR
4634;52046;AR
4635;52047;AR
4636;52010;AR
4637;52035;AR
4638;52048;AR
4639;52025;AR
4640;52010;AR
4641;52036;AR
4642;52014;AR
4643;52027;AR
4644;52037;AR
4645;52038;AR
4646;52010;AR
4647;52010;AR
4648;52028;AR
4649;52026;AR
4650;52015;AR
4651;52019;AR
4652;53021;SI
4653;53041;SI
4654;53022;SI
4655;53031;SI
4656;53011;SI
4657;53019;SI
4658;53023;SI
4659;53040;SI
4660;53042;SI
4661;53012;SI
4662;53043;SI
4663;53034;SI
4664;53013;SI
4665;53045;SI
4666;53035;SI
4667;53014;SI
4668;53015;SI
4669;53016;SI
4670;53025;SI
4671;53026;SI
4672;53036;SI
4673;53017;SI
4674;53040;SI
4675;53030;SI
4676;53040;SI
4677;53040;SI
4678;53037;SI
4679;53027;SI
4680;53047;SI
4681;53100;SI
4682;53048;SI
4683;53018;SI
4684;53049;SI
4685;53020;SI
4686;53024;SI
4687;58031;GR
4688;58042;GR
4689;58011;GR
4690;58033;GR
4691;58034;GR
4692;58043;GR
4693;58044;GR
4694;58045;GR
4695;58022;GR
4696;58023;GR
4697;58100;GR
4698;58012;GR
4699;58051;GR
4700;58014;GR
4701;58024;GR
4702;58019;GR
4703;58026;GR
4704;58015;GR
4705;58017;GR
4706;58053;GR
4707;58036;GR
4708;58037;GR
4709;58054;GR
4710;58020;GR
4711;58038;GR
4712;58010;GR
4713;58025;GR
4714;58055;GR
4715;06081;PG
4716;06083;PG
4717;06084;PG
4718;06031;PG
4719;06042;PG
4720;06033;PG
4721;06043;PG
4722;06044;PG
4723;06061;PG
4724;06041;PG
4725;06010;PG
4726;06062;PG
4727;06012;PG
4728;06050;PG
4729;06073;PG
4730;06021;PG
4731;06053;PG
4732;06034;PG
4733;06022;PG
4734;06054;PG
4735;06030;PG
4736;06035;PG
4737;06023;PG
4738;06024;PG
4739;06060;PG
4740;06063;PG
4741;06055;PG
4742;06056;PG
4743;06057;PG
4744;06036;PG
4745;06045;PG
4746;06010;PG
4747;06014;PG
4748;06025;PG
4749;06046;PG
4750;06060;PG
4751;06064;PG
4752;06065;PG
4753;06121;PG
