id;cap;sigla_provincia
6321;70122;BA
6322;70123;BA
6323;70124;BA
6324;70125;BA
6325;70126;BA
6326;70127;BA
6327;70128;BA
6328;70129;BA
6329;70131;BA
6330;70132;BA
6331;70020;BA
6332;70020;BA
6333;70032;BA
6334;70020;BA
6335;70010;BA
6336;70010;BA
6337;70020;BA
6338;70013;BA
6339;70010;BA
6340;70014;BA
6341;70033;BA
6342;70023;BA
6343;70054;BA
6344;70024;BA
6345;70025;BA
6346;70010;BA
6347;70026;BA
6348;70042;BA
6349;70056;BA
6350;70043;BA
6351;70015;BA
6352;70016;BA
6353;70027;BA
6354;70020;BA
6355;70044;BA
6356;70017;BA
6357;70018;BA
6358;70037;BA
6359;70010;BA
6360;70028;BA
6361;70029;BA
6362;70038;BA
6363;70020;BA
6364;70019;BA
6365;70010;BA
6366;70010;BA
6367;74020;TA
6368;74021;TA
6369;74011;TA
6370;74012;TA
6371;74020;TA
6372;74022;TA
6373;74013;TA
6374;74023;TA
6375;74014;TA
6376;74020;TA
6377;74020;TA
6378;74024;TA
6379;74015;TA
6380;74020;TA
6381;74016;TA
6382;74020;TA
6383;74020;TA
6384;74020;TA
6385;74017;TA
6386;74018;TA
6387;74019;TA
6388;74026;TA
6389;74020;TA
6390;74027;TA
6391;74020;TA
6392;74028;TA
6393;74121;TA
6394;74122;TA
6395;74123;TA
6396;74020;TA
6397;74010;TA
6398;72100;BR
6399;72012;BR
6400;72013;BR
6401;72020;BR
6402;72014;BR
6403;72020;BR
6404;72015;BR
6405;72021;BR
6406;72022;BR
6407;72023;BR
6408;72024;BR
6409;72017;BR
6410;72025;BR
6411;72018;BR
6412;72026;BR
6413;72027;BR
6414;72019;BR
6415;72020;BR
6416;72028;BR
6417;72029;BR
6418;73031;LE
6419;73011;LE
6420;73040;LE
6421;73032;LE
6422;73040;LE
6423;73010;LE
6424;73020;LE
6425;73020;LE
6426;73021;LE
6427;73012;LE
6428;73020;LE
6429;73010;LE
6430;73041;LE
6431;73020;LE
6432;73042;LE
6433;73020;LE
6434;73020;LE
6435;73040;LE
6436;73020;LE
6437;73040;LE
6438;73043;LE
6439;73022;LE
6440;73033;LE
6441;73020;LE
6442;73020;LE
6443;73030;LE
6444;73034;LE
6445;73013;LE
6446;73044;LE
6447;73014;LE
6448;73030;LE
6449;73020;LE
6450;73010;LE
6451;73100;LE
6452;73010;LE
6453;73045;LE
6454;73023;LE
6455;73024;LE
6456;73025;LE
6457;73020;LE
6458;73046;LE
6459;73026;LE
6460;73040;LE
6461;73020;LE
6462;73035;LE
6463;73027;LE
6464;73047;LE
6465;73030;LE
6466;73040;LE
6467;73036;LE
6468;73048;LE
6469;73040;LE
6470;73020;LE
6471;73051;LE
6472;73030;LE
6473;73028;LE
6474;73020;LE
6475;73052;LE
6476;73053;LE
6477;73037;LE
6478;73055;LE
6479;73049;LE
6480;73015;LE
6481;73050;LE
6482;73030;LE
6483;73016;LE
6484;73010;LE
6485;73017;LE
6486;73010;LE
6487;73020;LE
6488;73020;LE
6489;73050;LE
6490;73010;LE
6491;73010;LE
6492;73040;LE
6493;73038;LE
6494;73018;LE
6495;73010;LE
6496;73040;LE
6497;73030;LE
6498;73010;LE
6499;73056;LE
6500;73057;LE
6501;73030;LE
6502;73019;LE
6503;73039;LE
6504;73058;LE
6505;73059;LE
6506;73020;LE
6507;73010;LE
6508;73029;LE
6509;73010;LE
6510;73020;LE
6511;73030;LE
6512;73010;LE
6513;73054;LE
6514;85010;PZ
6515;85011;PZ
6516;85010;PZ
6517;85010;PZ
6518;85010;PZ
6519;85020;PZ
6520;85021;PZ
6521;85050;PZ
6522;85010;PZ
6523;85050;PZ
6524;85022;PZ
6525;85051;PZ
6526;85050;PZ
6527;85010;PZ
6528;85010;PZ
6529;85030;PZ
6530;85010;PZ
6531;85010;PZ
6532;85030;PZ
6533;85030;PZ
6534;85050;PZ
6535;85040;PZ
6536;85040;PZ
6537;85010;PZ
6538;85031;PZ
6539;85030;PZ
6540;85030;PZ
6541;85032;PZ
6542;85012;PZ
6543;85033;PZ
6544;85034;PZ
6545;85020;PZ
6546;85023;PZ
6547;85034;PZ
6548;85010;PZ
6549;85013;PZ
6550;85050;PZ
6551;85010;PZ
6552;85042;PZ
6553;85043;PZ
6554;85014;PZ
6555;85044;PZ
6556;85024;PZ
6557;85046;PZ
6558;85052;PZ
6559;85050;PZ
6560;85020;PZ
6561;85025;PZ
6562;85010;PZ
6563;85047;PZ
6564;85020;PZ
6565;85053;PZ
6566;85054;PZ
6567;85040;PZ
6568;85035;PZ
6569;85015;PZ
6570;85026;PZ
6571;85020;PZ
6572;85055;PZ
6573;85016;PZ
6574;85010;PZ
6575;85010;PZ
6576;85100;PZ
6577;85027;PZ
6578;85020;PZ
6579;85028;PZ
6580;85020;PZ
6581;85040;PZ
6582;85036;PZ
6583;85048;PZ
6584;85056;PZ
6585;85020;PZ
6586;85010;PZ
6587;85030;PZ
6588;85030;PZ
6589;85020;PZ
6590;85030;PZ
6591;85030;PZ
6592;85050;PZ
6593;85037;PZ
6594;85050;PZ
6595;85050;PZ
6596;85050;PZ
6597;85050;PZ
6598;85038;PZ
6599;85039;PZ
6600;85032;PZ
6601;85030;PZ
6602;85050;PZ
6603;85017;PZ
6604;85057;PZ
6605;85049;PZ
6606;85018;PZ
6607;85010;PZ
6608;85029;PZ
6609;85058;PZ
6610;85040;PZ
6611;85059;PZ
6612;85020;PZ
6613;85050;PZ
6614;75011;MT
6615;75010;MT
6616;75012;MT
6617;75010;MT
6618;75010;MT
6619;75021;MT
6620;75010;MT
6621;75013;MT
6622;75010;MT
6623;75010;MT
6624;75014;MT
6625;75010;MT
6626;75022;MT
6627;75100;MT
6628;75010;MT
6629;75023;MT
6630;75024;MT
6631;75020;MT
6632;75010;MT
6633;75015;MT
6634;75025;MT
6635;75016;MT
6636;75026;MT
6637;75017;MT
6638;75027;MT
6639;75010;MT
6640;75018;MT
6641;75019;MT
6642;75028;MT
6643;75029;MT
6644;75020;MT
6645;87010;CS
6646;87020;CS
6647;87041;CS
6648;87031;CS
6649;87020;CS
6650;87070;CS
6651;87070;CS
6652;87040;CS
6653;87042;CS
6654;87032;CS
6655;87071;CS
6656;87051;CS
6657;87033;CS
6658;87030;CS
6659;87021;CS
6660;87050;CS
6661;87043;CS
6662;87060;CS
6663;87020;CS
6664;87020;CS
6665;87060;CS
6666;87060;CS
6667;87061;CS
6668;87070;CS
6669;87062;CS
6670;87030;CS
6671;87050;CS
6672;87011;CS
6673;87040;CS
6674;87040;CS
6675;87070;CS
6676;87012;CS
6677;87053;CS
6678;87050;CS
6679;87070;CS
6680;87044;CS
6681;87010;CS
6682;87040;CS
6683;87022;CS
6684;87010;CS
6685;87030;CS
6686;87050;CS
6687;87100;CS
6688;87060;CS
6689;87060;CS
6690;87023;CS
6691;87045;CS
6692;87030;CS
6693;87013;CS
6694;87030;CS
6695;87050;CS
6696;87010;CS
6697;87030;CS
6698;87072;CS
6699;87010;CS
6700;87024;CS
6701;87034;CS
6702;87020;CS
6703;87020;CS
6704;87035;CS
6705;87014;CS
6706;87015;CS
6707;87050;CS
6708;87010;CS
6709;87030;CS
6710;87066;CS
6711;87010;CS
6712;87040;CS
6713;87020;CS
6714;87030;CS
6715;87010;CS
6716;87060;CS
6717;87050;CS
6718;87040;CS
6719;87040;CS
6720;87050;CS
6721;87040;CS
6722;87040;CS
6723;87046;CS
6724;87070;CS
6725;87016;CS
6726;87026;CS
6727;87010;CS
6728;87070;CS
6729;87073;CS
6730;87020;CS
6731;87060;CS
6732;87050;CS
6733;87027;CS
6734;87020;CS
6735;87040;CS
6736;87040;CS
6737;87050;CS
6738;87050;CS
6739;87050;CS
6740;87060;CS
6741;87070;CS
6742;87028;CS
6743;87036;CS
6744;87074;CS
6745;87017;CS
6746;87054;CS
6747;87040;CS
6748;87070;CS
6749;87010;CS
6750;87050;CS
6751;87010;CS
6752;87040;CS
6753;87060;CS
6754;87069;CS
6755;87010;CS
6756;87037;CS
6757;87020;CS
6758;87060;CS
6759;87055;CS
6760;87070;CS
6761;87040;CS
6762;87038;CS
6763;87018;CS
6764;87010;CS
6765;87020;CS
6766;87030;CS
6767;87047;CS
6768;87010;CS
6769;87010;CS
6770;87020;CS
6771;87010;CS
6772;87020;CS
6773;87048;CS
6774;87056;CS
6775;87030;CS
6776;87010;CS
6777;87060;CS
6778;87029;CS
6779;87057;CS
6780;87030;CS
6781;87019;CS
6782;87058;CS
6783;87040;CS
6784;87010;CS
6785;87060;CS
6786;87010;CS
6787;87020;CS
6788;87075;CS
6789;87060;CS
6790;87020;CS
6791;87076;CS
6792;87040;CS
6793;87059;CS
6794;87064;CS
6795;88055;CZ
6796;88050;CZ
6797;88040;CZ
6798;88050;CZ
6799;88060;CZ
6800;88060;CZ
6801;88050;CZ
6802;88021;CZ
6803;88070;CZ
6804;88050;CZ
6805;88062;CZ
6806;88040;CZ
6807;88100;CZ
6808;88067;CZ
6809;88067;CZ
6810;88050;CZ
6811;88064;CZ
6812;88040;CZ
6813;88040;CZ
6814;88020;CZ
6815;88051;CZ
6816;88022;CZ
6817;88060;CZ
6818;88041;CZ
6819;88042;CZ
6820;88040;CZ
6821;88050;CZ
6822;88060;CZ
6823;88060;CZ
6824;88045;CZ
6825;88024;CZ
6826;88040;CZ
6827;88065;CZ
6828;88060;CZ
6829;88020;CZ
6830;88050;CZ
6831;88025;CZ
6832;88050;CZ
6833;88044;CZ
6834;88040;CZ
6835;88040;CZ
6836;88040;CZ
6837;88060;CZ
6838;88060;CZ
6839;88040;CZ
6840;88047;CZ
6841;88067;CZ
6842;88050;CZ
6843;88050;CZ
6844;88060;CZ
6845;88050;CZ
6846;88040;CZ
6847;88040;CZ
6848;88021;CZ
6849;88040;CZ
6850;88025;CZ
6851;88040;CZ
6852;88060;CZ
6853;88060;CZ
6854;88060;CZ
6855;88067;CZ
6856;88060;CZ
6857;88050;CZ
6858;88050;CZ
6859;88040;CZ
6860;88054;CZ
6861;88040;CZ
6862;88050;CZ
6863;88050;CZ
6864;88068;CZ
6865;88049;CZ
6866;88050;CZ
6867;88069;CZ
6868;88071;CZ
6869;88055;CZ
6870;88056;CZ
6871;88060;CZ
6872;88050;CZ
6873;88050;CZ
6874;88046;CZ
6875;89030;RC
6876;89040;RC
6877;89020;RC
6878;89040;RC
6879;89031;RC
6880;89060;RC
6881;89011;RC
6882;89030;RC
6883;89032;RC
6884;89040;RC
6885;89033;RC
6886;89034;RC
6887;89035;RC
6888;89036;RC
6889;89030;RC
6890;89050;RC
6891;89040;RC
6892;89052;RC
6893;89020;RC
6894;89040;RC
6895;89030;RC
6896;89060;RC
6897;89030;RC
6898;89030;RC
6899;89041;RC
6900;89040;RC
6901;89021;RC
6902;89022;RC
6903;89030;RC
6904;89050;RC
6905;89012;RC
6906;89050;RC
6907;89030;RC
6908;89050;RC
6909;89054;RC
6910;89040;RC
6911;89020;RC
6912;89013;RC
6913;89042;RC
6914;89043;RC
6915;89050;RC
6916;89023;RC
6917;89044;RC
6918;89045;RC
6919;89046;RC
6920;89020;RC
6921;89040;RC
6922;89020;RC
6923;89020;RC
6924;89063;RC
6925;89010;RC
6926;89040;RC
6927;89064;RC
6928;89065;RC
6929;89014;RC
6930;89038;RC
6931;89015;RC
6932;89040;RC
6933;89040;RC
6934;89039;RC
6935;89024;RC
6936;89040;RC
6937;89121;RC
6938;89122;RC
6939;89123;RC
6940;89124;RC
6941;89125;RC
6942;89126;RC
6943;89127;RC
6944;89128;RC
6945;89129;RC
6946;89131;RC
6947;89132;RC
6948;89133;RC
6949;89134;RC
6950;89135;RC
6951;89040;RC
6952;89016;RC
6953;89060;RC
6954;89047;RC
6955;89060;RC
6956;89025;RC
6957;89030;RC
6958;89017;RC
6959;89040;RC
6960;89069;RC
6961;89030;RC
6962;89020;RC
6963;89020;RC
6964;89050;RC
6965;89056;RC
6966;89030;RC
6967;89050;RC
6968;89027;RC
6969;89040;RC
6970;89057;RC
6971;89010;RC
6972;89058;RC
6973;89028;RC
6974;89020;RC
6975;89048;RC
6976;89020;RC
6977;89030;RC
6978;89040;RC
6979;89049;RC
6980;89029;RC
6981;89010;RC
6982;89010;RC
6983;89018;RC
6984;89026;RC
6985;91011;TP
6986;91012;TP
6987;91013;TP
6988;91021;TP
6989;91014;TP
6990;91022;TP
6991;91015;TP
6992;91016;TP
6993;91023;TP
6994;91024;TP
6995;91025;TP
6996;91026;TP
6997;91027;TP
6998;91017;TP
6999;91028;TP
7000;91020;TP
7001;91020;TP
7002;91018;TP
7003;91029;TP
7004;91010;TP
7005;91100;TP
7006;91019;TP
7007;91010;TP
7008;91020;TP
7009;91031;TP
7010;90021;PA
7011;90020;PA
7012;90020;PA
7013;90010;PA
7014;90030;PA
7015;90011;PA
7016;90041;PA
7017;90020;PA
7018;90031;PA
7019;90032;PA
7020;90030;PA
7021;90020;PA
7022;90042;PA
7023;90012;PA
7024;90022;PA
7025;90030;PA
7026;90010;PA
7027;90030;PA
7028;90043;PA
7029;90040;PA
7030;90044;PA
7031;90013;PA
7032;90014;PA
7033;90020;PA
7034;90030;PA
7035;90030;PA
7036;90015;PA
7037;90010;PA
7038;90033;PA
7039;90023;PA
7040;90045;PA
7041;90016;PA
7042;90030;PA
7043;90034;PA
7044;90010;PA
7045;90024;PA
7046;90010;PA
7047;90040;PA
7048;90030;PA
7049;90030;PA
7050;90010;PA
7051;90010;PA
7052;90040;PA
7053;90010;PA
7054;90025;PA
7055;90035;PA
7056;90030;PA
7057;90036;PA
7058;90046;PA
7059;90040;PA
7060;90020;PA
7061;90030;PA
7062;90121;PA
7063;90123;PA
7064;90124;PA
7065;90125;PA
7066;90126;PA
7067;90127;PA
7068;90128;PA
7069;90129;PA
7070;90131;PA
7071;90133;PA
7072;90134;PA
7073;90135;PA
7074;90136;PA
7075;90138;PA
7076;90139;PA
7077;90141;PA
7078;90142;PA
7079;90143;PA
7080;90144;PA
7081;90145;PA
7082;90146;PA
7083;90147;PA
7084;90149;PA
7085;90151;PA
7086;90047;PA
7087;90026;PA
7088;90027;PA
7089;90037;PA
7090;90028;PA
7091;90010;PA
7092;90038;PA
7093;90040;PA
7094;90020;PA
7095;90040;PA
7096;90048;PA
7097;90010;PA
7098;90030;PA
7099;90017;PA
7100;90020;PA
7101;90020;PA
7102;90018;PA
7103;90049;PA
7104;90040;PA
7105;90019;PA
7106;90040;PA
7107;90051;PA
7108;90029;PA
7109;90020;PA
7110;90020;PA
7111;90039;PA
7112;90030;PA
7113;90020;PA
7114;90020;PA
7115;98070;ME
7116;98020;ME
7117;98021;ME
7118;98030;ME
7119;98051;ME
7120;98060;ME
7121;98061;ME
7122;98031;ME
7123;98071;ME
7124;98070;ME
7125;98072;ME
7126;98032;ME
7127;98070;ME
7128;98070;ME
7129;98030;ME
7130;98053;ME
7131;98033;ME
7132;98040;ME
7133;98060;ME
7134;98062;ME
7135;98022;ME
7136;98030;ME
7137;98050;ME
7138;98030;ME
7139;98034;ME
7140;98070;ME
7141;98023;ME
7142;98054;ME
7143;98030;ME
7144;98070;ME
7145;98030;ME
7146;98035;ME
7147;98063;ME
7148;98036;ME
7149;98040;ME
7150;98025;ME
7151;98050;ME
7152;98037;ME
7153;98064;ME
7154;98030;ME
7155;98055;ME
7156;98070;ME
7157;98050;ME
7158;98030;ME
7159;98020;ME
7160;98056;ME
7161;98040;ME
7162;98121;ME
7163;98122;ME
7164;98123;ME
7165;98124;ME
7166;98125;ME
7167;98126;ME
7168;98127;ME
7169;98128;ME
7170;98129;ME
7171;98131;ME
7172;98132;ME
7173;98133;ME
7174;98134;ME
7175;98135;ME
7176;98136;ME
7177;98137;ME
7178;98138;ME
7179;98139;ME
7180;98141;ME
7181;98142;ME
7182;98143;ME
7183;98144;ME
7184;98145;ME
7185;98146;ME
7186;98147;ME
7187;98148;ME
7188;98149;ME
7189;98151;ME
7190;98152;ME
7191;98153;ME
7192;98154;ME
7193;98155;ME
7194;98156;ME
7195;98157;ME
7196;98158;ME
7197;98161;ME
7198;98162;ME
7199;98163;ME
7200;98164;ME
7201;98165;ME
7202;98166;ME
7203;98167;ME
7204;98168;ME
7205;98057;ME
7206;98070;ME
7207;98070;ME
7208;98073;ME
7209;98030;ME
7210;98041;ME
7211;98030;ME
7212;98060;ME
7213;98065;ME
7214;98030;ME
7215;98070;ME
7216;98074;ME
7217;98026;ME
7218;98058;ME
7219;98060;ME
7220;98042;ME
7221;98020;ME
7222;98066;ME
7223;98070;ME
7224;98060;ME
7225;98067;ME
7226;98070;ME
7227;98030;ME
7228;98027;ME
7229;98040;ME
7230;98030;ME
7231;98059;ME
7232;98043;ME
7233;98044;ME
7234;98075;ME
7235;98070;ME
7236;98045;ME
7237;98068;ME
7238;98070;ME
7239;98030;ME
7240;98076;ME
7241;98030;ME
7242;98046;ME
7243;98050;ME
7244;98060;ME
7245;98028;ME
7246;98030;ME
7247;98077;ME
7248;98047;ME
7249;98038;ME
7250;98029;ME
7251;98069;ME
7252;98048;ME
7253;98039;ME
7254;98040;ME
7255;98078;ME
7256;98060;ME
7257;98079;ME
7258;98060;ME
7259;98040;ME
7260;98040;ME
7261;98049;ME
7262;98050;ME
7263;98070;ME
7264;98070;ME
7265;92100;AG
7266;92010;AG
7267;92021;AG
7268;92010;AG
7269;92010;AG
7270;92010;AG
7271;92010;AG
7272;92020;AG
7273;92022;AG
7274;92023;AG
7275;92024;AG
7276;92025;AG
7277;92020;AG
7278;92011;AG
7279;92012;AG
7280;92020;AG
7281;92026;AG
7282;92020;AG
7283;92010;AG
7284;92031;AG
7285;92027;AG
7286;92010;AG
7287;92013;AG
7288;92010;AG
7289;92010;AG
7290;92028;AG
7291;92020;AG
7292;92014;AG
7293;92020;AG
7294;92015;AG
7295;92029;AG
7296;92010;AG
7297;92016;AG
7298;92017;AG
7299;92020;AG
7300;92020;AG
7301;92020;AG
7302;92018;AG
7303;92020;AG
7304;92020;AG
7305;92019;AG
7306;92010;AG
7307;92020;AG
7308;93010;CL
7309;93010;CL
7310;93011;CL
7311;93100;CL
7312;93010;CL
7313;93010;CL
7314;93012;CL
7315;93010;CL
7316;93013;CL
7317;93010;CL
7318;93010;CL
7319;93014;CL
7320;93015;CL
7321;93010;CL
7322;93016;CL
7323;93017;CL
7324;93018;CL
7325;93010;CL
7326;93019;CL
7327;93010;CL
7328;93010;CL
7329;93010;CL
7330;94011;EN
7331;94010;EN
7332;94010;EN
7333;94012;EN
7334;94010;EN
7335;94010;EN
7336;94010;EN
7337;94010;EN
7338;94100;EN
7339;94010;EN
7340;94013;EN
7341;94014;EN
7342;94010;EN
7343;94015;EN
7344;94016;EN
7345;94017;EN
7346;94010;EN
7347;94018;EN
7348;94019;EN
7349;94010;EN
7350;95020;CT
7351;95021;CT
7352;95022;CT
7353;95024;CT
7354;95025;CT
7355;95031;CT
7356;95032;CT
7357;95033;CT
7358;95034;CT
7359;95011;CT
7360;95041;CT
7361;95040;CT
7362;95040;CT
7363;95012;CT
7364;95121;CT
7365;95122;CT
7366;95123;CT
7367;95124;CT
7368;95125;CT
7369;95126;CT
7370;95127;CT
7371;95128;CT
7372;95129;CT
7373;95131;CT
7374;95013;CT
7375;95014;CT
7376;95042;CT
7377;95030;CT
7378;95040;CT
7379;95015;CT
7380;95035;CT
7381;95016;CT
7382;95030;CT
7383;95043;CT
7384;95010;CT
7385;95044;CT
7386;95040;CT
7387;95045;CT
7388;95040;CT
7389;95030;CT
7390;95046;CT
7391;95047;CT
7392;95030;CT
7393;95017;CT
7394;95040;CT
7395;95040;CT
7396;95036;CT
7397;95018;CT
7398;95040;CT
7399;95037;CT
7400;95027;CT
7401;95040;CT
7402;95030;CT
7403;95030;CT
7404;95010;CT
7405;95038;CT
7406;95010;CT
7407;95048;CT
7408;95039;CT
7409;95030;CT
7410;95028;CT
7411;95029;CT
7412;95049;CT
7413;95019;CT
7414;95040;CT
7415;95030;CT
7416;95030;CT
7417;97011;RG
7418;97012;RG
7419;97013;RG
7420;97010;RG
7421;97014;RG
7422;97015;RG
7423;97010;RG
7424;97016;RG
7425;97100;RG
7426;97017;RG
7427;97018;RG
7428;97019;RG
7429;96011;SR
7430;96012;SR
7431;96010;SR
7432;96010;SR
7433;96010;SR
7434;96013;SR
7435;96010;SR
7436;96010;SR
7437;96014;SR
7438;96015;SR
7439;96016;SR
7440;96010;SR
7441;96017;SR
7442;96018;SR
7443;96010;SR
7444;96019;SR
7445;96100;SR
7446;96010;SR
7447;96010;SR
7448;96010;SR
7449;96010;SR
7450;07020;SS
7451;07020;SS
7452;07041;SS
7453;07010;SS
7454;07010;SS
7455;07021;SS
7456;07040;SS
7457;07010;SS
7458;07022;SS
7459;07040;SS
7460;07043;SS
7461;07011;SS
7462;07012;SS
7463;07030;SS
7464;07040;SS
7465;07010;SS
7466;07020;SS
7467;07010;SS
7468;07030;SS
7469;07010;SS
7470;07023;SS
7471;07030;SS
7472;07031;SS
7473;07040;SS
7474;07030;SS
7475;07040;SS
7476;07010;SS
7477;07010;SS
7478;07030;SS
7479;07010;SS
7480;07010;SS
7481;07010;SS
7482;07044;SS
7483;07030;SS
7484;07024;SS
7485;07020;SS
7486;07025;SS
7487;07010;SS
7488;07030;SS
7489;07010;SS
7490;07020;SS
7491;07013;SS
7492;07030;SS
7493;07010;SS
7494;07010;SS
7495;07032;SS
7496;07026;SS
7497;07040;SS
7498;07027;SS
7499;07033;SS
7500;07045;SS
7501;07014;SS
7502;07015;SS
7503;07020;SS
7504;07016;SS
7505;07034;SS
7506;07017;SS
7507;07046;SS
7508;07018;SS
7509;07040;SS
7510;07010;SS
7511;07020;SS
7512;07028;SS
7513;07100;SS
7514;07035;SS
7515;07010;SS
7516;07036;SS
7517;07040;SS
7518;07037;SS
7519;07029;SS
7520;07047;SS
7521;07040;SS
7522;07048;SS
7523;07038;SS
7524;07010;SS
7525;07040;SS
7526;07049;SS
7527;07019;SS
7528;07039;SS
7529;07020;SS
7530;07030;SS
7531;07030;SS
7532;07020;SS
7533;07020;SS
7534;07030;SS
7535;07030;SS
7536;07030;SS
7537;07030;SS
7538;07040;SS
7539;07020;SS
7540;07051;SS
7541;07052;SS
7542;08031;NU
7543;08040;NU
7544;08030;NU
7545;08030;NU
7546;08042;NU
7547;08040;NU
7548;08030;NU
7549;08010;NU
7550;08021;NU
7551;08011;NU
7552;08016;NU
7553;08012;NU
7554;08032;NU
7555;08022;NU
7556;08010;NU
7557;08040;NU
7558;08023;NU
7559;08030;NU
7560;08040;NU
7561;08020;NU
7562;08020;NU
7563;08040;NU
7564;08040;NU
7565;08020;NU
7566;08044;NU
7567;08045;NU
7568;08010;NU
7569;08040;NU
7570;08020;NU
7571;08020;NU
7572;08040;NU
7573;08020;NU
7574;08015;NU
7575;08024;NU
7576;08030;NU
7577;08010;NU
7578;08100;NU
7579;08025;NU
7580;08020;NU
7581;08020;NU
7582;08020;NU
7583;08020;NU
7584;08020;NU
7585;08026;NU
7586;08027;NU
7587;08028;NU
7588;08020;NU
7589;08036;NU
7590;08020;NU
7591;08020;NU
7592;08040;NU
7593;08020;NU
7594;08020;NU
7595;08046;NU
7596;08020;NU
7597;08020;NU
7598;08017;NU
7599;08018;NU
7600;08029;NU
7601;08038;NU
7602;08040;NU
7603;08047;NU
7604;08030;NU
7605;08020;NU
7606;08039;NU
7607;08020;NU
7608;08048;NU
7609;08040;NU
7610;08040;NU
7611;08040;NU
7612;08040;NU
7613;08049;NU
7614;08040;NU
7615;08020;NU
7616;09032;CA
7617;09121;CA
7618;09122;CA
7619;09123;CA
7620;09124;CA
7621;09125;CA
7622;09126;CA
7623;09127;CA
7624;09128;CA
7625;09129;CA
7626;09131;CA
7627;09134;CA
7628;09012;CA
7629;09033;CA
7630;09069;CA
7631;09050;CA
7632;09045;CA
7633;09018;CA
7634;09047;CA
7635;09028;CA
7636;09060;CA
7637;09048;CA
7638;09068;CA
7639;09050;CA
7640;09044;CA
7641;09067;CA
7642;09042;CA
7643;33080;PN
7644;33090;PN
7645;33081;PN
7646;33082;PN
7647;33080;PN
7648;33070;PN
7649;33070;PN
7650;33070;PN
7651;33072;PN
7652;33090;PN
7653;33092;PN
7654;33083;PN
7655;33080;PN
7656;33080;PN
7657;33090;PN
7658;33084;PN
7659;33075;PN
7660;33080;PN
7661;33092;PN
7662;33080;PN
7663;33074;PN
7664;33080;PN
7665;33085;PN
7666;33092;PN
7667;33086;PN
7668;33075;PN
7669;33087;PN
7670;33094;PN
7671;33070;PN
7672;33080;PN
7673;33170;PN
7674;33080;PN
7675;33076;PN
7676;33080;PN
7677;33077;PN
7678;33095;PN
7679;33098;PN
7680;33080;PN
7681;33078;PN
7682;33090;PN
7683;33079;PN
7684;33097;PN
7685;33090;PN
7686;33090;PN
7687;33090;PN
7688;33090;PN
7689;33099;PN
7690;33080;PN
7691;33080;PN
7692;33098;PN
7693;86080;IS
7694;86081;IS
7695;86091;IS
7696;86080;IS
7697;86092;IS
7698;86082;IS
7699;86083;IS
7700;86093;IS
7701;86080;IS
7702;86090;IS
7703;86090;IS
7704;86071;IS
7705;86080;IS
7706;86072;IS
7707;86097;IS
7708;86094;IS
7709;86073;IS
7710;86070;IS
7711;86074;IS
7712;86084;IS
7713;86070;IS
7714;86095;IS
7715;86170;IS
7716;86090;IS
7717;86070;IS
7718;86096;IS
7719;86080;IS
7720;86070;IS
7721;86080;IS
7722;86075;IS
7723;86090;IS
7724;86097;IS
7725;86080;IS
7726;86090;IS
7727;86085;IS
7728;86071;IS
7729;86086;IS
7730;86077;IS
7731;86087;IS
7732;86092;IS
7733;86080;IS
7734;86070;IS
7735;86088;IS
7736;86070;IS
7737;86096;IS
7738;86080;IS
7739;86095;IS
7740;86070;IS
7741;86097;IS
7742;86078;IS
7743;86089;IS
7744;86079;IS
7745;09071;OR
7746;09070;OR
7747;09090;OR
7748;09091;OR
7749;09080;OR
7750;09092;OR
7751;09081;OR
7752;09080;OR
7753;09080;OR
7754;09090;OR
7755;09070;OR
7756;09090;OR
7757;09070;OR
7758;09080;OR
7759;09070;OR
7760;09080;OR
7761;09082;OR
7762;09072;OR
7763;09073;OR
7764;09083;OR
7765;09074;OR
7766;09090;OR
7767;09090;OR
7768;09093;OR
7769;09094;OR
7770;09090;OR
7771;09070;OR
7772;09080;OR
7773;09095;OR
7774;09090;OR
7775;09070;OR
7776;09080;OR
7777;09070;OR
7778;09080;OR
7779;09070;OR
7780;09080;OR
7781;09088;OR
7782;09170;OR
7783;09090;OR
7784;09090;OR
7785;09070;OR
7786;09093;OR
7787;09070;OR
7788;09085;OR
7789;09086;OR
7790;09097;OR
7791;09096;OR
7792;09080;OR
7793;09075;OR
7794;09070;OR
7795;09078;OR
7796;09076;OR
7797;09070;OR
7798;09080;OR
7799;09078;OR
7800;09070;OR
7801;09080;OR
7802;09090;OR
7803;09088;OR
7804;09090;OR
7805;09090;OR
7806;09077;OR
7807;09080;OR
7808;09080;OR
7809;09098;OR
7810;09070;OR
7811;09079;OR
7812;09080;OR
7813;09099;OR
7814;09090;OR
7815;09084;OR
7816;09080;OR
7817;09090;OR
7818;09070;OR
7819;09070;OR
7820;09080;OR
7821;09090;OR
7822;09080;OR
7823;09089;OR
7824;09090;OR
7825;09090;OR
7826;09090;OR
7827;09090;OR
7828;09090;OR
7829;09090;OR
7830;09090;OR
7831;09090;OR
7832;13861;BI
7833;13811;BI
7834;13871;BI
7835;13900;BI
7836;13841;BI
7837;13872;BI
7838;13862;BI
7839;13821;BI
7840;13821;BI
7841;13891;BI
7842;13878;BI
7843;13864;BI
7844;13866;BI
7845;13851;BI
7846;13881;BI
7847;13882;BI
7848;13863;BI
7849;13836;BI
7850;13864;BI
7851;13865;BI
7852;13893;BI
7853;13881;BI
7854;13894;BI
